Area,Construction,Room,Warehouse,Parking,Elevator,Address,Price
20,1401,2,True,True,True,۱ روز پیش در تهران، چیتگر,۶۰۰٬۰۰۰٬۰۰۰ تومان
140,1401,3,True,True,True,۱۰ ساعت پیش در تهران، دریاچه شهدای خلیج فارس,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان
100,1395,2,True,True,True,۱ روز پیش در تهران، پونک، کنارگذر سردارجنگل (بلوار سردار جنگل),۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان
115,1401,3,True,True,True,۱ روز پیش در تهران، تهران‌ویلا,۱۱٬۹۷۰٬۰۰۰٬۰۰۰ تومان
108,1395,2,True,True,True,۱ روز پیش در تهران، سعادت‌آباد,۱۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان
70,1401,1,True,True,True,۲۱ ساعت پیش در تهران، ستارخان، میدان توحید,۶٬۶۵۰٬۰۰۰٬۰۰۰ تومان
88,1392,2,False,True,True,۱ روز پیش در تهران، تهرانپارس غربی,۵٬۶۰۰٬۰۰۰٬۰۰۰ تومان
73,1383,2,False,True,True,۱ روز پیش در تهران، کوی فردوس، خیابان باغ فردوس (خ. ولیعصر),۶٬۰۵۰٬۰۰۰٬۰۰۰ تومان
140,1396,3,True,True,True,۱ روز پیش در تهران، هروی,۱۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان
145,1400,3,True,True,True,۱ روز پیش در تهران، هروی,۲۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان
124,1401,2,True,True,True,۱ روز پیش در تهران، هروی,۱۴٬۶۴۰٬۰۰۰٬۰۰۰ تومان
123,1401,3,True,True,True,۱ روز پیش در تهران، سوهانک,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان
115,1401,3,True,True,True,۱۶ ساعت پیش در تهران، اباذر,۱۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان
70,1384,2,False,True,True,۱۸ ساعت پیش در تهران، کوی فردوس,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان
380,1398,4,True,True,True,۱ روز پیش در تهران، اقدسیه,۶۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان
65,1386,2,False,False,True,۱ روز پیش در تهران، زمزم، خیابان شهید غلامرضایی (ب. چراغی),۲۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان
160,1384,3,True,True,True,۱۴ ساعت پیش در تهران، جردن,۱۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان
110,1401,2,True,True,True,۱۶ ساعت پیش در تهران، اباذر,۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان
230,1391,3,True,True,True,۱ روز پیش در تهران، سعادت‌آباد,۳۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان
140,1383,2,False,True,True,۱ روز پیش در تهران، کوی فردوس,۱۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان
185,1385,3,True,True,True,۱ روز پیش در تهران، اقدسیه,۲۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان
60,1397,2,False,True,True,۱ روز پیش در تهران، اندیشه (شهر زیبا),۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان
44,1392,1,False,False,True,۱ روز پیش در تهران، کرمان,۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان
180,1385,3,True,True,True,۱ روز پیش در تهران، اقدسیه,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان
135,1401,2,True,True,True,۱ روز پیش در تهران، دروس,۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان
78,1392,2,True,True,True,۱۷ ساعت پیش در تهران، جنت‌آباد مرکزی,۶٬۷۵۰٬۰۰۰٬۰۰۰ تومان
81,1399,2,True,True,True,۱ روز پیش در تهران، هروی,۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان
162,1398,3,True,True,True,۱ روز پیش در تهران، دروس,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان
168,1396,2,True,True,True,دقایقی پیش در تهران، شهرک محلاتی,۱۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان
132,1400,3,True,True,True,۱ روز پیش در تهران، خواجه نظام الملک، خیابان اجاره دار,۷٬۹۲۰٬۰۰۰٬۰۰۰ تومان
52,1381,1,False,True,True,۱ روز پیش در تهران، دبستان,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان
150,1401,3,True,True,True,۱ روز پیش در تهران، ونک,۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان
125,1400,3,True,True,True,۱ روز پیش در تهران، شهرک راه‌آهن,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
125,1397,2,True,True,True,۱ روز پیش در تهران، شهران جنوبی,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
102,1399,2,True,True,True,۱ روز پیش در تهران، پونک,۱۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان
63,1388,2,True,False,True,نیم ساعت پیش در تهران، نیاوران,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان
98,1395,2,True,True,True,۱ روز پیش در تهران، شمس‌آباد,۶٬۷۵۰٬۰۰۰٬۰۰۰ تومان
147,1381,3,True,True,True,۱ روز پیش در تهران، شمس‌آباد,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
200,1397,3,True,True,True,۱ روز پیش در تهران، سعادت‌آباد,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
200,1387,3,True,True,True,۱ روز پیش در تهران، نیاوران,۳۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان
88,1400,2,True,True,True,۱ روز پیش در تهران، نیاوران,۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان
122,1401,2,True,True,True,۱ روز پیش در تهران، فرمانیه، کوچه محمودی یکم (خ. محمودی سوم),۲۰٬۴۰۰٬۰۰۰٬۰۰۰ تومان
54,1392,1,True,True,True,۱ روز پیش در تهران، شادمهر,۵٬۳۵۰٬۰۰۰٬۰۰۰ تومان
43,1388,1,False,True,False,۱ روز پیش در تهران، پیروزی، بلوار پاسدار گمنام (بلوار ابوذر),۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان
110,1396,2,True,True,True,۱ روز پیش در تهران، جردن,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان
130,1398,3,True,True,True,۱ روز پیش در تهران، ونک,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان
78,1380,2,True,True,True,۱ روز پیش در تهران، امیرآباد,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان
117,1380,2,True,True,True,۱ روز پیش در تهران، شهر زیبا,۷٬۷۵۰٬۰۰۰٬۰۰۰ تومان
42,1387,1,False,False,True,۲۰ ساعت پیش در تهران، کاروان,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان
112,1401,2,True,True,True,۱ روز پیش در تهران، شهرک راه‌آهن,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان
63,1398,1,True,True,True,۱ روز پیش در تهران، گیشا (کوی نصر),۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان
147,1392,2,True,True,True,۱ روز پیش در تهران، جردن,۱۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان
170,1401,3,True,True,True,۱ روز پیش در تهران، جنت‌آباد جنوبی,۲۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان
86,1396,2,True,True,True,۱۵ ساعت پیش در تهران، گیشا (کوی نصر),۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان
150,1400,3,True,True,True,۱ روز پیش در تهران، پونک، بلوار کمالی (بلوار عدل شمالی),۲۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان
110,1385,2,True,True,True,۱ روز پیش در تهران، سازمان برنامه,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان
210,1401,4,True,True,True,۱ روز پیش در تهران، جردن,۳۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان
49,1386,1,False,False,True,۱ روز پیش در تهران، تهرانپارس غربی,۳٬۴۷۰٬۰۰۰٬۰۰۰ تومان
76,1383,2,False,False,True,۱ روز پیش در تهران، سازمان آب، بلوار شهر زیبا (خ. مخابرات),۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان
225,1398,3,True,True,True,۲۱ ساعت پیش در تهران، قیطریه,۳۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان
155,1401,2,True,True,True,۱ روز پیش در تهران، امیرآباد,۱۷٬۸۲۵٬۰۰۰٬۰۰۰ تومان
145,1385,3,True,True,True,۱ روز پیش در تهران، جنت‌آباد جنوبی,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان
150,1394,3,True,True,True,۱ روز پیش در تهران، لویزان,۱۱٬۳۰۰٬۰۰۰٬۰۰۰ تومان
122,1378,3,False,True,True,۱۹ ساعت پیش در تهران، ستارخان,۹٬۰۵۰٬۰۰۰٬۰۰۰ تومان
120,1395,3,True,True,True,۱ روز پیش در تهران، سازمان برنامه، خیابان کیهان,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان
60,1382,1,False,False,True,۲۰ ساعت پیش در تهران، مدائن، خیابان مدائن (ب. سردار سلیمانی),۴٬۰۵۰٬۰۰۰٬۰۰۰ تومان
60,1391,2,True,True,True,۲۰ ساعت پیش در تهران، نارمک، میدان نود و دوم (کوچه نود و دوم),۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان
127,1383,3,False,False,True,۱ روز پیش در تهران، نارمک، خیابان مدائن (ب. سردار سلیمانی),۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان
87,1387,2,False,False,True,۲۰ ساعت پیش در تهران، نارمک، خیابان اردیبهشت شمالی (خ. زفرقندی),۳٬۹۸۰٬۰۰۰٬۰۰۰ تومان
86,1401,2,False,True,True,۱ روز پیش در تهران، اندیشه (شهر زیبا),۲٬۶۵۰٬۰۰۰٬۰۰۰ تومان
125,1383,3,False,True,True,۱ روز پیش در تهران، کوی فردوس,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان
60,1390,1,True,True,True,۱ روز پیش در تهران، جی,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان
170,1401,3,True,True,True,۱ روز پیش در تهران، الهیه,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
134,1385,3,True,True,True,۲۰ ساعت پیش در تهران، سعادت‌آباد,۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان
60,1386,2,True,True,True,۱ روز پیش در تهران، کوی فردوس,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان
55,1392,1,True,False,True,۱ روز پیش در تهران، جی,۲٬۷۵۰٬۰۰۰٬۰۰۰ تومان
77,1385,2,True,False,True,۱ روز پیش در تهران، نارمک,۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان
69,1399,2,True,True,True,۱ روز پیش در تهران، سهروردی,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان
156,1391,3,True,True,True,۱۵ ساعت پیش در تهران، جنت‌آباد مرکزی، بلوار بعثت (بلوار جنت آباد مرکزی),۱۵٬۱۰۰٬۰۰۰٬۰۰۰ تومان
135,1385,3,True,True,True,۱ روز پیش در تهران، ازگل,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان
80,1388,2,False,False,True,۱ روز پیش در تهران، امامزاده حسن(ع),۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان
60,1383,1,False,False,True,۱ روز پیش در تهران، آذری,۲٬۶۸۰٬۰۰۰٬۰۰۰ تومان
90,1400,2,True,True,True,۱ روز پیش در تهران، دربند,۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان
116,1401,2,True,True,True,۱ ساعت پیش در تهران، پاسداران,۱۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان
107,1401,2,True,True,True,۱۸ ساعت پیش در تهران، پاسداران,۱۲٬۸۴۰٬۰۰۰٬۰۰۰ تومان
116,1401,2,True,True,True,۱۸ ساعت پیش در تهران، اراج,۱۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان
146,1401,3,True,True,True,۱۴ ساعت پیش در تهران، نیلوفر,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
125,1401,3,True,True,True,۱ روز پیش در تهران، تهرانپارس غربی,۱۲٬۷۵۰٬۰۰۰٬۰۰۰ تومان
64,1381,2,False,False,True,۱ روز پیش در تهران، تهرانپارس شرقی,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان
108,1401,2,True,True,True,۱ روز پیش در تهران، دزاشیب,۱۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان
110,1372,2,False,True,True,۱ روز پیش در تهران، اباذر,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان
78,1386,2,False,True,True,۱ روز پیش در تهران، جنت‌آباد مرکزی,۵٬۶۰۰٬۰۰۰٬۰۰۰ تومان
140,1397,3,True,True,True,۱ روز پیش در تهران، جردن,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان
53,1397,1,True,False,True,۱ روز پیش در تهران، جیحون,۳٬۲۸۰٬۰۰۰٬۰۰۰ تومان
74,1388,2,False,True,True,۱ روز پیش در تهران، بریانک,۲٬۹۵۰٬۰۰۰٬۰۰۰ تومان
61,1396,2,True,True,True,۱۶ ساعت پیش در تهران، بریانک,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان
69,1385,2,True,True,True,۱ روز پیش در تهران، شمس‌آباد,۴٬۹۰۰٬۰۰۰٬۰۰۰ تومان
210,1401,3,True,True,True,۱ روز پیش در تهران، دروس,۳۵٬۷۰۰٬۰۰۰٬۰۰۰ تومان
280,1401,4,True,True,True,۱ روز پیش در تهران، دروس,۴۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان
240,1401,3,True,True,True,۱ روز پیش در تهران، دروس,۴۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان
104,1401,3,True,True,True,۱ روز پیش در تهران، تهران‌ویلا,۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان
60,1386,2,False,False,False,۱ روز پیش در تهران، جیحون,۳٬۴۰۰٬۰۰۰٬۰۰۰ تومان
112,1398,2,True,True,True,۱۳ ساعت پیش در تهران، شهران جنوبی,۱۲٬۸۵۰٬۰۰۰٬۰۰۰ تومان
75,1385,2,True,False,True,۱ روز پیش در تهران، سیدخندان,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان
275,1381,4,True,True,True,۱ روز پیش در تهران، محمودیه,۳۷٬۱۲۵٬۰۰۰٬۰۰۰ تومان
51,1389,1,False,True,True,۱ روز پیش در تهران، زنجان,۳٬۴۰۰٬۰۰۰٬۰۰۰ تومان
85,1385,2,True,True,True,۱ روز پیش در تهران، سیدخندان,۵٬۶۰۰٬۰۰۰٬۰۰۰ تومان
85,1385,2,True,True,True,۱ روز پیش در تهران، مجیدیه,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان
104,1401,2,True,True,True,۱ روز پیش در تهران، مرزداران,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان
50,1385,1,False,True,True,۱ روز پیش در تهران، زنجان,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان
56,1392,1,True,True,True,۱ روز پیش در تهران، سلیمانی,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان
105,1388,2,True,True,True,۱ روز پیش در تهران، پونک,۹٬۰۵۰٬۰۰۰٬۰۰۰ تومان
78,1398,2,True,True,True,۱ روز پیش در تهران، باغ فیض,۶٬۷۰۰٬۰۰۰٬۰۰۰ تومان
95,1401,2,True,True,True,۱ روز پیش در تهران، گلچین، خیابان رزاقی,۳٬۸۵۰٬۰۰۰٬۰۰۰ تومان
180,1401,3,True,True,True,۱۷ ساعت پیش در تهران، پاسداران,۳۸٬۷۰۰٬۰۰۰٬۰۰۰ تومان
130,1380,2,False,False,True,۱ روز پیش در تهران، جنت‌آباد مرکزی,۸٬۳۲۰٬۰۰۰٬۰۰۰ تومان
178,1401,3,True,True,True,۱ روز پیش در تهران، ونک,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان
240,1387,4,True,True,True,۱ روز پیش در تهران، ونک,۲۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان
145,1401,3,True,True,True,۱ روز پیش در تهران، ونک,۱۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان
102,1396,2,True,True,True,۱ روز پیش در تهران، ونک,۱۴٬۶۰۰٬۰۰۰٬۰۰۰ تومان
90,1398,2,True,True,True,۱ روز پیش در تهران، گیشا (کوی نصر),۱۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان
135,1401,2,True,True,True,۱۷ ساعت پیش در تهران، یوسف‌آباد,۱۷٬۸۵۰٬۰۰۰٬۰۰۰ تومان
78,1401,2,True,True,True,۱ روز پیش در تهران، جنت‌آباد مرکزی,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان
150,1401,3,True,True,True,۱ روز پیش در تهران، ظفر,۲۰٬۹۰۰٬۰۰۰٬۰۰۰ تومان
44,1395,1,True,True,True,۱۴ ساعت پیش در تهران، فلاح، خیابان قفیلی (خ. ابوذر),۲٬۱۸۰٬۰۰۰٬۰۰۰ تومان
57,1394,1,True,True,True,۱ روز پیش در تهران، شکوفه,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان
86,1383,2,False,True,True,۱ روز پیش در تهران، پونک، بلوار مخبری (بزرگراه ستاری),۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان
182,1401,3,True,True,True,۱ روز پیش در تهران، ونک,۳۶٬۴۰۰٬۰۰۰٬۰۰۰ تومان
111,1390,2,True,True,True,۱ روز پیش در تهران، کوی فردوس,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
56,1386,2,True,True,True,دقایقی پیش در تهران، پونک,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان
130,1396,3,True,True,True,۱ روز پیش در تهران، شریف,۶٬۹۵۰٬۰۰۰٬۰۰۰ تومان
70,1386,2,False,True,True,۱ روز پیش در تهران، پونک، خیابان ایران زمین شمالی (بلوار میرزابابایی),۷٬۱۵۰٬۰۰۰٬۰۰۰ تومان
220,1401,3,True,True,True,۱ روز پیش در تهران، قیطریه,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان
90,1397,2,True,True,True,۱ روز پیش در تهران، تهرانپارس غربی,۸٬۶۵۰٬۰۰۰٬۰۰۰ تومان
130,1401,2,True,True,True,۱ روز پیش در تهران، هروی,۱۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان
49,1380,1,False,False,False,۱ روز پیش در تهران، امیرآباد,۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان
43,1390,1,False,False,False,۲ روز پیش در تهران، پرستار، کوچه سویزی (خ. کوکاکولا),۲٬۵۵۰٬۰۰۰٬۰۰۰ تومان
61,1384,1,False,True,True,۲ روز پیش در تهران، کوی فردوس,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان
124,1399,2,True,True,True,۲ روز پیش در تهران، امیرآباد,۱۴٬۹۰۰٬۰۰۰٬۰۰۰ تومان
130,1393,3,True,True,True,۲ روز پیش در تهران، امیرآباد,۱۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان
94,1401,2,True,True,True,۲ روز پیش در تهران، امیرآباد,۱۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان
87,1401,2,True,True,True,۲ روز پیش در تهران، امیرآباد,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان
48,1386,1,True,False,True,۲ روز پیش در تهران، سلسبیل,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان
78,1380,2,False,False,True,۲ روز پیش در تهران، جیحون,۳٬۱۵۰٬۰۰۰٬۰۰۰ تومان
65,1385,2,False,True,True,۲ روز پیش در تهران، آذربایجان,۳٬۸۵۰٬۰۰۰٬۰۰۰ تومان
51,1395,1,True,True,True,۲ روز پیش در تهران، اندیشه (شهر زیبا),۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان
58,1397,1,True,True,True,۲ روز پیش در تهران، کوی فردوس,۶٬۶۱۰٬۰۰۰٬۰۰۰ تومان
150,1401,3,True,True,True,۲۱ ساعت پیش در تهران، کاظم‌آباد، خیابان رحیمی کلور (خ. بنی هاشم),۱۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان
70,1380,2,False,False,True,۲ روز پیش در تهران، نارمک، میدان بیستم (کوچه بیستم),۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان
55,1384,1,False,True,True,۲ روز پیش در تهران، تهرانپارس شرقی,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان
210,1401,3,True,True,True,۲ روز پیش در تهران، امیرآباد,۲۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان
300,1394,3,True,True,True,۲ روز پیش در تهران، محمودیه,۳۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان
85,1401,1,True,True,True,۲ روز پیش در تهران، پاسداران,۱۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان
67,1385,2,False,True,True,۲ روز پیش در تهران، شهرک ولیعصر,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان
125,1375,3,False,True,True,۲ روز پیش در تهران، دروس، خیابان وارسته (خ. شهید کلاهدوز),۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان
58,1382,2,True,True,True,۲ روز پیش در تهران، جنت‌آباد مرکزی,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان
68,1383,2,True,True,True,۲ روز پیش در تهران، ظفر، خیابان ظفر (ب. مدرس),۷٬۹۰۰٬۰۰۰٬۰۰۰ تومان
137,1401,2,True,True,True,۲ روز پیش در تهران، اقدسیه,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان
65,1376,2,False,True,True,۱۵ ساعت پیش در تهران، ستارخان,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان
135,1401,3,True,True,True,۲ روز پیش در تهران، کاظم‌آباد، خیابان رحیمی کلور (خ. بنی هاشم),۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان
96,1393,2,True,True,True,۲ روز پیش در تهران، تهران‌سر، بلوار یاس (بلوار گلها),۵٬۵۵۰٬۰۰۰٬۰۰۰ تومان
100,1401,2,True,True,True,۲ روز پیش در تهران، چیتگر,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان
106,1397,2,True,True,True,۲ روز پیش در تهران، جردن,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان
87,1393,2,True,True,True,۲ روز پیش در تهران، فلاح، میدان بهاران (بلوار فرد محمدی),۴٬۰۳۰٬۰۰۰٬۰۰۰ تومان
77,1371,2,False,False,True,۲۱ ساعت پیش در تهران، استاد معین، کوچه رفعتی پور شمس (بلوار استاد معین),۴٬۱۵۰٬۰۰۰٬۰۰۰ تومان
57,1381,1,False,True,True,۲۱ ساعت پیش در تهران، جیحون، خیابان نوری (گلستانی) (خ. سبحانی),۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان
53,1381,1,False,False,False,۲۱ ساعت پیش در تهران، سلسبیل، خیابان کمیل (خیابان رودکی جنوبی),۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان
70,1380,2,False,False,False,۲ روز پیش در تهران، شکوفه، خیابان عزیزی (خ. شکوفه),۲٬۸۵۰٬۰۰۰٬۰۰۰ تومان
86,1401,2,True,True,True,۲ روز پیش در تهران، ستارخان، خیابان ستارخان,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان
133,1401,3,True,True,True,۲ روز پیش در تهران، چیتگر، خیابان هوانیروز (بلوار کاج),۷٬۹۸۰٬۰۰۰٬۰۰۰ تومان
55,1393,1,True,True,True,۲ روز پیش در تهران، شادمهر,۵٬۳۵۰٬۰۰۰٬۰۰۰ تومان
150,1399,3,True,True,True,۲ روز پیش در تهران، نارمک,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان
135,1390,2,True,True,True,نیم ساعت پیش در تهران، پونک,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان
100,1396,3,True,True,True,۱۵ ساعت پیش در تهران، گیشا (کوی نصر),۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان
65,1388,2,False,True,True,۲ روز پیش در تهران، شهرک ولیعصر,۲٬۵۸۰٬۰۰۰٬۰۰۰ تومان
56,1392,1,True,True,False,۲ روز پیش در تهران، هفت چنار,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان
130,1386,3,True,True,True,۲ روز پیش در تهران، سعادت‌آباد,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان
194,1401,3,True,True,True,۲ روز پیش در تهران، پاسداران,۲۱٬۳۴۰٬۰۰۰٬۰۰۰ تومان
81,1391,2,True,True,True,۲ روز پیش در تهران، تهرانپارس شرقی,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان
68,1384,2,False,True,True,۲ روز پیش در تهران، المهدی، بلوار فکوری (خ. زیتون),۵٬۹۸۰٬۰۰۰٬۰۰۰ تومان
113,1394,2,True,True,False,۲ روز پیش در تهران، امیرآباد,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان
80,1383,2,False,False,False,۲ روز پیش در تهران، منیریه,۳٬۶۸۰٬۰۰۰٬۰۰۰ تومان
154,1401,3,True,True,True,۲ روز پیش در تهران، سازمان برنامه,۱۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان
105,1401,2,True,True,True,۲ روز پیش در تهران، جنت‌آباد مرکزی,۸٬۹۲۵٬۰۰۰٬۰۰۰ تومان
131,1401,2,True,True,True,۲ روز پیش در تهران، شهرک شهید باقری,۷٬۸۶۰٬۰۰۰٬۰۰۰ تومان
81,1380,2,False,True,True,۲۱ ساعت پیش در تهران، سازمان برنامه,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان
255,1401,4,True,True,True,۲ روز پیش در تهران، پاسداران,۶۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
125,1396,3,True,True,True,۲ روز پیش در تهران، خاقانی,۱۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان
120,1401,2,True,True,True,۲ روز پیش در تهران، پاسداران، خیابان عراقی,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان
50,1396,1,True,False,False,۲ روز پیش در تهران، پیروزی,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان
75,1388,2,True,True,True,۲ روز پیش در تهران، اکباتان,۵٬۶۰۰٬۰۰۰٬۰۰۰ تومان
330,1399,4,True,True,True,۲ روز پیش در تهران، امامزاده قاسم,۷۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان
225,1392,3,True,True,True,۲ روز پیش در تهران، نیاوران,۴۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان
265,1385,3,True,True,True,۲ روز پیش در تهران، فرمانیه,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان
80,1399,2,True,True,True,۲ روز پیش در تهران، ستارخان، خیابان ستارخان,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان
95,1387,2,True,True,True,۲ روز پیش در تهران، شهرک نفت (منطقه ۵),۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان
135,1401,3,True,True,True,۲ روز پیش در تهران، جنت‌آباد جنوبی,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان
85,1401,2,True,True,True,۲ روز پیش در تهران، مرزداران,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان
125,1401,3,True,True,True,۲ روز پیش در تهران، شهرآرا,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان
107,1401,2,True,True,True,۲ روز پیش در تهران، شهرآرا,۱۱٬۷۰۰٬۰۰۰٬۰۰۰ تومان
92,1391,2,True,True,True,۲ روز پیش در تهران، مرزداران,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان
